,age,workclass,fnlwgt,education,education.num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,income
425,36,2,255191,4,14,5,5.0,0,3,0,0,1408,40,1,0
426,23,5,204653,3,9,5,4.0,0,3,0,0,0,72,25,0
427,63,0,222289,3,9,2,7.0,4,3,0,0,0,40,1,1
428,47,4,287480,4,14,2,5.0,4,3,0,0,0,40,1,0
431,40,6,204116,12,13,0,5.0,0,3,1,2174,0,40,1,0
432,30,5,29662,9,12,2,13.0,1,3,1,0,0,25,1,1
433,27,5,116358,0,10,5,9.0,5,1,0,0,1980,40,16,0
434,33,5,208405,4,14,2,5.0,4,3,0,0,0,50,1,1
435,34,4,284843,3,9,5,1.0,0,0,0,594,0,60,1,0
436,34,4,117018,0,10,5,,0,3,1,0,0,40,1,0
437,23,5,81281,0,10,2,3.0,4,3,0,0,0,40,1,0
438,42,4,340148,0,10,2,3.0,1,3,1,0,0,40,1,0
439,29,5,363425,12,13,5,5.0,0,3,0,0,0,40,1,0
440,45,5,45857,3,9,4,3.0,0,3,1,0,0,28,1,0
441,24,2,191073,3,9,5,12.0,5,3,0,0,0,40,1,0
442,44,5,116632,0,10,2,5.0,4,3,0,0,0,40,1,1
443,27,5,405855,15,5,5,9.0,2,3,0,0,0,40,21,0
444,20,5,298227,0,10,5,10.0,0,3,0,0,0,35,1,0
445,44,5,290521,3,9,1,7.0,3,0,1,0,0,40,1,0
446,51,5,56915,3,9,2,9.0,4,4,0,0,0,40,1,0
447,20,5,146538,3,9,2,6.0,4,3,0,0,0,40,1,0
449,19,5,206399,3,9,5,6.0,5,0,1,0,0,40,1,0
450,45,0,197332,0,10,2,9.0,4,3,0,0,0,55,1,1
451,60,5,245062,3,9,2,9.0,4,3,0,0,0,40,1,1
453,44,6,234885,3,9,2,10.0,1,3,1,0,0,40,1,1
454,40,5,72887,14,11,2,6.0,4,1,0,0,0,40,1,1
455,30,5,180374,3,9,2,7.0,1,3,1,0,0,40,1,0
456,38,5,351299,0,10,2,11.0,4,0,0,0,0,50,1,0
457,23,5,54012,3,9,2,11.0,4,3,0,0,0,60,1,0
459,44,5,116632,9,12,5,1.0,5,3,0,0,0,40,1,0
460,54,4,288825,3,9,2,11.0,4,0,0,0,0,40,1,0
461,32,5,132601,12,13,2,5.0,4,3,0,0,0,50,1,0
462,50,5,193374,8,2,0,9.0,3,3,0,0,0,40,1,0
463,24,5,170070,12,13,5,2.0,0,3,1,0,0,20,1,0
464,37,5,126708,3,9,2,3.0,1,3,1,0,0,60,1,0
465,52,5,35598,3,9,4,11.0,3,3,0,0,0,40,1,0
466,38,5,33983,0,10,2,11.0,4,3,0,0,0,40,1,0
467,49,5,192776,4,14,2,7.0,4,3,0,0,1977,45,1,1
468,30,5,118551,12,13,2,2.0,1,3,1,0,0,16,1,1
469,60,5,201965,0,10,5,5.0,3,3,0,0,0,40,1,1
471,35,5,285020,3,9,5,9.0,0,3,0,0,0,40,1,0
472,30,5,303990,3,9,5,11.0,0,3,0,0,0,60,1,0
473,67,5,49401,14,11,4,13.0,0,3,1,0,0,24,1,0
474,46,5,279196,12,13,5,9.0,0,3,1,0,0,40,1,0
475,17,5,211870,15,5,5,13.0,0,3,0,0,0,6,1,0
476,22,5,281432,0,10,5,4.0,5,3,0,0,0,30,1,0
477,27,5,161155,13,6,5,13.0,0,3,0,0,0,40,1,0
478,23,5,197904,3,9,5,13.0,3,3,1,0,0,35,1,0
479,33,5,111746,9,12,2,9.0,4,3,0,0,0,45,22,0
480,43,6,170721,0,10,2,9.0,4,3,0,0,0,20,1,0
481,28,1,70100,12,13,5,5.0,0,3,0,0,0,20,1,0
482,41,5,193626,3,9,0,9.0,3,3,1,0,0,40,1,0
484,25,5,189775,0,10,0,3.0,5,0,1,0,0,20,1,0
486,59,4,286967,3,9,2,11.0,4,3,0,0,0,45,1,0
487,45,4,164427,12,13,4,5.0,3,3,1,0,0,40,1,0
488,38,5,91039,12,13,2,10.0,4,3,0,15024,0,60,1,1
489,40,5,347934,3,9,5,13.0,0,3,1,0,0,35,1,0
490,46,2,371373,3,9,4,3.0,0,3,0,0,0,40,1,0
491,35,5,32220,9,12,5,7.0,0,3,1,0,0,60,1,0
492,34,5,187251,3,9,4,5.0,3,3,1,0,0,25,1,0
493,33,5,178107,12,13,5,9.0,5,3,0,0,0,20,1,0
494,41,5,343121,3,9,4,3.0,3,3,1,0,0,36,1,0
495,20,5,262749,0,10,5,6.0,5,3,0,0,0,40,1,0
496,23,5,403107,2,3,5,13.0,5,3,0,0,0,40,37,0
497,26,5,64293,0,10,5,5.0,0,3,1,0,0,35,1,0
499,23,4,324960,3,9,5,1.0,0,3,0,0,0,40,18,0
500,62,4,114060,3,9,2,11.0,4,3,0,0,0,40,1,0
501,52,5,48925,0,10,2,3.0,4,3,0,0,0,40,1,0
502,58,5,180980,0,10,4,13.0,3,3,1,0,0,42,24,0
503,25,5,181054,12,13,5,10.0,0,3,1,0,0,40,1,0
504,24,5,388093,12,13,5,7.0,0,0,0,0,0,40,1,0
505,19,5,249609,0,10,5,,5,3,0,0,0,8,1,0
506,43,5,112131,0,10,2,7.0,4,3,0,0,0,40,1,0
507,47,4,543162,3,9,3,3.0,3,0,1,0,0,40,1,0
508,39,5,91996,3,9,4,13.0,3,3,1,0,0,40,1,0
509,49,5,141944,14,11,0,4.0,3,3,0,0,1380,42,1,0
511,32,5,37070,14,11,5,9.0,0,3,0,0,0,45,1,0
512,34,5,337587,0,10,2,5.0,4,3,0,0,0,50,1,1
513,28,5,189346,3,9,4,9.0,0,3,0,0,0,45,1,0
515,25,5,267044,0,10,5,3.0,0,4,1,0,0,20,1,0
518,34,5,108116,12,13,2,5.0,4,3,0,0,0,50,1,1
519,38,0,99146,12,13,2,7.0,4,3,0,15024,0,80,1,1
520,50,5,196232,3,9,2,7.0,4,3,0,7688,0,50,1,1
521,24,4,248344,0,10,4,4.0,0,0,0,0,0,50,1,0
522,37,4,186035,0,10,2,2.0,4,3,0,0,0,45,1,1
523,44,5,177905,0,10,4,6.0,3,3,0,0,0,58,1,1
524,28,5,85812,0,10,2,10.0,1,3,1,0,0,40,1,0
525,42,5,221172,12,13,2,7.0,4,3,0,0,0,40,1,1
526,74,5,99183,0,10,4,3.0,0,3,1,0,0,9,1,0
527,38,6,190387,3,9,2,9.0,4,3,0,0,0,50,1,0
528,44,6,202692,4,14,2,5.0,4,3,0,0,0,40,1,0
529,44,5,109339,11,7,4,6.0,3,2,1,0,0,46,4,0
530,26,5,108658,3,9,5,6.0,0,3,0,0,0,40,1,0
531,36,5,197202,3,9,2,13.0,4,0,0,0,0,40,1,0
532,41,5,101739,9,12,2,7.0,1,3,1,0,0,50,1,1
533,67,5,231559,7,15,2,5.0,4,3,0,20051,0,48,1,1
534,39,4,207853,5,8,2,2.0,4,3,0,0,0,50,1,0
535,57,5,190942,8,2,1,8.0,0,0,1,0,0,30,1,0
536,29,5,102345,14,11,3,9.0,0,3,0,0,0,40,1,0
537,31,0,41493,12,13,5,1.0,0,3,1,0,0,45,1,0
539,44,5,210525,0,10,2,11.0,4,3,0,0,0,40,1,0
540,29,5,133937,10,16,5,5.0,5,3,0,0,0,40,1,0
541,30,5,237903,0,10,5,4.0,3,3,1,0,0,40,1,0
542,27,5,163862,3,9,5,11.0,0,3,0,0,0,40,1,0
543,27,5,201872,0,10,2,10.0,4,3,0,0,0,50,1,0
544,32,5,84179,3,9,5,4.0,0,3,1,0,0,45,1,0
545,58,5,51662,13,6,2,13.0,1,3,1,0,0,8,1,0
546,35,4,233327,0,10,2,,4,3,0,0,0,40,1,0
547,21,5,259510,3,9,5,4.0,5,3,0,0,0,36,1,0
548,28,5,184831,0,10,5,9.0,3,3,0,0,0,40,1,0
549,46,6,245724,0,10,4,7.0,0,3,0,0,0,50,1,0
550,36,6,27053,3,9,3,13.0,3,3,1,0,0,40,1,0
551,72,5,205343,11,7,1,3.0,3,3,1,0,0,40,1,0
552,35,5,229328,3,9,2,6.0,1,0,1,0,0,40,1,0
553,33,2,319560,14,11,4,9.0,3,0,1,0,0,40,1,1
554,69,5,136218,11,7,5,6.0,0,3,1,0,0,40,1,0
555,35,5,54576,3,9,2,6.0,4,3,0,0,0,40,1,0
557,34,5,148291,3,9,2,2.0,1,3,1,0,0,32,1,0
558,30,5,152453,11,7,2,13.0,4,3,0,0,0,40,21,0
559,28,5,114053,12,13,5,11.0,0,3,0,0,0,55,1,0
560,54,5,212960,12,13,2,10.0,4,3,0,0,0,35,1,1
561,47,5,264052,0,10,2,5.0,4,3,0,0,0,50,1,1
562,24,5,82804,3,9,5,4.0,3,0,1,0,0,40,1,0
563,52,6,334273,12,13,2,5.0,4,3,0,0,0,60,1,1
564,20,5,27337,3,9,5,4.0,5,4,0,0,0,48,1,0
565,43,0,188436,4,14,2,7.0,4,3,0,5013,0,45,1,0
566,45,5,433665,6,4,3,13.0,3,3,1,0,0,40,21,0
567,29,6,110663,3,9,3,9.0,0,3,0,0,0,35,1,0
568,47,5,87490,4,14,4,7.0,3,3,0,0,0,42,1,0
569,24,5,354351,3,9,5,9.0,5,3,0,0,0,40,1,0
570,51,5,95469,3,9,2,5.0,4,3,0,0,0,40,1,0
571,17,5,242718,11,7,5,10.0,5,3,0,0,0,12,1,0
572,37,5,22463,14,11,2,9.0,4,3,0,0,1977,40,1,1
573,27,5,158156,10,16,5,5.0,0,3,1,0,0,70,1,0
574,29,5,350162,12,13,2,7.0,1,3,0,0,0,40,1,1
576,36,6,28738,9,12,4,10.0,3,3,1,0,0,35,1,0
577,58,4,283635,12,13,5,5.0,0,3,1,0,0,40,1,0
578,26,6,86646,0,10,2,9.0,4,3,0,0,0,45,1,0
580,57,5,69884,3,9,2,10.0,4,3,0,0,0,40,1,1
581,59,5,199713,3,9,2,9.0,4,3,0,0,0,40,1,0
582,27,5,181659,3,9,2,6.0,4,3,0,0,0,40,1,0
583,31,6,340939,12,13,5,2.0,0,3,0,0,0,40,1,0
584,21,5,197747,0,10,5,10.0,5,3,1,0,0,24,1,0
585,29,5,34292,0,10,5,3.0,0,3,0,0,0,60,1,0
586,18,5,156764,11,7,5,13.0,5,3,0,0,0,40,1,0
587,52,5,25826,13,6,2,9.0,4,3,0,0,1887,47,1,1
588,57,0,103948,12,13,4,5.0,0,3,0,0,0,80,1,0
591,60,5,39352,6,4,5,11.0,0,3,0,0,0,48,1,1
592,31,5,168387,12,13,2,5.0,4,3,0,7688,0,40,5,1
593,23,5,117789,12,13,5,3.0,5,3,1,0,0,40,1,0
594,27,5,267147,3,9,5,10.0,5,3,0,0,0,40,1,0
596,42,6,214242,7,15,2,5.0,4,3,0,0,1902,50,1,1
597,25,5,200408,0,10,5,2.0,0,3,0,2174,0,40,1,0
598,49,5,136455,12,13,5,5.0,0,3,1,0,0,45,1,0
599,32,5,239824,12,13,5,2.0,0,3,0,0,0,40,1,0
600,19,5,217039,0,10,5,3.0,5,3,0,0,0,28,1,0
601,60,5,51290,6,4,4,13.0,0,3,1,0,0,40,1,0
602,42,4,175674,15,5,2,13.0,4,3,0,0,0,40,1,0
603,35,6,194404,9,12,5,1.0,0,3,0,0,0,40,1,0
604,48,5,45612,3,9,5,3.0,3,0,1,0,0,37,1,0
605,51,5,410114,4,14,2,9.0,4,3,0,0,0,40,1,1
606,29,5,182521,3,9,5,9.0,0,4,0,0,0,40,1,0
607,36,4,339772,3,9,3,7.0,0,0,0,0,0,40,1,0
608,17,5,169658,13,6,5,13.0,5,3,1,0,0,21,1,0
609,52,5,200853,4,14,4,5.0,0,3,1,6849,0,60,1,0
610,24,5,247564,3,9,5,9.0,0,3,0,0,0,40,1,0
611,24,5,249909,3,9,2,4.0,4,3,0,0,0,50,1,0
612,26,4,208122,12,13,5,5.0,5,3,0,1055,0,40,1,0
613,27,5,109881,12,13,5,13.0,5,3,1,0,0,20,1,0
614,39,5,207824,3,9,5,4.0,5,3,0,0,0,60,1,0
615,30,5,369027,3,9,2,11.0,4,0,0,0,0,45,1,0
616,50,6,114117,3,9,2,7.0,4,3,0,0,0,32,1,0
617,52,0,51048,12,13,2,10.0,4,3,0,0,0,55,1,0
618,46,5,102388,7,15,2,5.0,4,3,0,15024,0,45,1,1
619,23,5,190483,12,13,5,10.0,5,3,1,0,0,20,1,0
620,45,5,462440,11,7,1,13.0,0,0,1,0,0,20,1,0
621,65,5,109351,15,5,1,8.0,3,0,1,0,0,24,1,0
622,29,5,34383,14,11,2,11.0,4,3,0,0,0,55,1,0
623,47,5,241832,15,5,0,4.0,3,3,0,0,0,40,37,0
624,30,5,124187,3,9,5,1.0,5,0,0,0,0,60,1,0
625,34,5,153614,3,9,2,10.0,4,3,0,0,0,45,1,1
626,38,6,267556,3,9,2,10.0,4,3,0,0,0,64,1,0
627,33,5,205469,0,10,2,7.0,4,3,0,0,0,40,1,1
628,49,5,268090,12,13,2,10.0,4,3,0,0,0,26,1,1
629,47,6,165039,0,10,5,13.0,3,0,1,0,0,40,1,0
630,49,4,120451,13,6,3,13.0,3,0,1,0,0,40,1,0
631,43,5,154374,0,10,2,9.0,4,3,0,15024,0,60,1,1
632,30,5,103649,12,13,2,3.0,1,0,1,0,0,40,1,1
633,58,6,35723,3,9,2,9.0,4,3,0,0,0,60,1,0
634,19,5,262601,3,9,5,13.0,5,3,1,0,0,14,1,0
635,21,5,226181,12,13,5,4.0,0,3,0,0,0,40,1,0
636,33,5,175697,12,13,2,7.0,4,3,0,15024,0,60,1,1
637,47,0,248145,2,3,2,11.0,4,3,0,0,0,50,13,0
638,52,6,289436,10,16,2,5.0,4,3,0,0,0,60,1,1
639,26,5,75654,3,9,4,9.0,0,3,0,0,0,55,1,0
640,60,5,199378,3,9,2,9.0,4,3,0,0,0,40,1,0
641,21,5,160968,0,10,5,4.0,5,3,0,0,0,40,1,0
642,36,5,188563,0,10,2,10.0,4,3,0,5178,0,50,1,1
643,31,5,55849,0,10,2,9.0,4,3,0,0,0,45,1,0
644,50,0,195322,10,16,3,5.0,0,3,0,0,0,40,1,1
645,31,4,402089,3,9,4,3.0,3,3,1,0,0,40,1,0
646,71,5,78277,3,9,2,9.0,4,3,0,0,0,15,1,0
648,30,1,169496,12,13,2,2.0,4,3,0,0,0,40,1,1
649,20,5,130959,0,10,5,13.0,5,3,0,0,0,20,1,0
650,24,5,556660,3,9,5,7.0,2,3,0,4101,0,50,1,0
651,35,5,292472,10,16,2,5.0,4,1,0,0,0,40,28,1
652,38,1,143774,0,10,3,7.0,0,3,1,0,0,45,1,0
653,27,5,288341,3,9,5,6.0,5,3,1,0,0,32,1,0
654,29,1,71592,0,10,5,3.0,3,1,1,0,0,40,16,0
656,34,5,106742,3,9,2,9.0,4,3,0,0,0,45,1,0
657,44,5,219288,6,4,2,9.0,4,3,0,0,0,35,1,0
658,43,5,174524,3,9,2,6.0,4,3,0,0,0,40,1,1
659,44,6,335183,5,8,2,4.0,4,0,0,0,0,40,1,1
660,35,5,261293,4,14,5,10.0,0,3,0,0,0,60,1,0
661,27,5,111900,0,10,5,5.0,0,3,0,0,0,40,1,0
662,43,4,194360,4,14,5,5.0,0,3,0,0,0,38,1,0
663,20,5,81145,0,10,5,10.0,0,3,1,0,0,25,1,0
664,42,5,341204,9,12,4,5.0,3,3,1,8614,0,40,1,1
665,27,1,249362,0,10,2,11.0,4,3,0,3411,0,40,1,0
666,42,5,247019,3,9,2,9.0,4,0,0,0,0,40,1,1
668,24,5,172146,15,5,5,6.0,0,3,0,0,1721,40,1,0
669,48,2,110457,0,10,4,7.0,0,3,0,0,0,40,1,0
671,17,6,368700,11,7,5,1.0,5,3,0,0,0,10,1,0
672,33,5,182556,12,13,2,7.0,4,3,0,0,0,40,1,1
673,50,0,219420,3,9,2,10.0,4,3,0,0,0,50,1,1
674,22,5,240817,3,9,5,10.0,5,3,1,2597,0,40,1,0
675,17,5,102726,5,8,5,13.0,5,3,0,0,0,16,1,0
676,32,5,226267,0,10,2,3.0,4,3,0,0,0,40,21,0
677,31,5,125457,3,9,5,9.0,0,3,0,0,0,45,1,0
678,58,6,204021,3,9,1,7.0,0,3,0,0,0,50,1,0
679,29,4,92262,3,9,5,,5,3,0,0,0,48,1,0
680,37,5,161141,14,11,2,9.0,4,3,0,0,0,40,22,1
681,34,6,190290,3,9,2,9.0,4,3,0,0,0,40,1,1
682,23,4,430828,0,10,3,7.0,3,0,0,0,0,40,1,0
683,18,1,59342,11,7,5,3.0,5,3,1,0,0,5,1,0
684,34,5,136721,3,9,4,7.0,0,3,1,0,0,40,1,0
686,45,4,86644,12,13,2,5.0,1,3,1,0,0,55,1,0
687,41,5,195124,4,14,5,7.0,0,3,0,0,0,35,25,0
688,26,5,167350,3,9,5,13.0,2,3,0,0,0,30,1,0
689,54,4,113000,0,10,2,1.0,4,3,0,0,0,40,1,0
690,24,5,140027,0,10,5,6.0,5,0,1,0,0,45,1,0
691,42,5,262425,0,10,2,5.0,4,3,0,0,0,50,1,0
692,20,5,316702,0,10,5,5.0,5,3,0,0,0,20,1,0
693,23,1,335453,12,13,5,2.0,0,3,1,0,0,20,1,0
695,35,5,203628,4,14,5,5.0,0,3,0,0,0,60,1,1
696,31,5,118710,4,14,2,2.0,4,3,0,0,1902,40,1,1
697,30,5,189620,12,13,5,5.0,5,3,1,0,0,40,18,0
698,19,5,475028,3,9,5,10.0,5,3,1,0,0,20,1,0
699,36,4,110866,12,13,5,5.0,0,3,0,0,0,50,1,0
700,31,5,243605,12,13,1,10.0,3,3,1,0,1380,40,13,0
701,21,5,163870,0,10,5,4.0,5,3,0,0,0,30,1,0
702,31,6,80145,0,10,2,9.0,4,3,0,0,0,40,1,0
703,46,5,295566,10,16,4,5.0,3,3,1,25236,0,65,1,1
704,44,5,63042,12,13,4,7.0,5,3,1,0,0,50,1,1
705,40,5,229148,5,8,2,13.0,4,0,0,0,0,40,19,0
706,45,5,242552,0,10,5,10.0,0,0,0,0,0,40,1,0
707,60,5,177665,3,9,2,9.0,4,3,0,0,0,35,1,0
708,18,5,208103,11,7,5,13.0,2,3,0,0,0,25,1,0
709,28,5,296450,12,13,2,5.0,4,3,0,0,0,40,1,0
710,36,5,70282,0,10,4,3.0,3,0,1,0,0,40,1,0
712,40,5,144995,14,11,2,2.0,4,3,0,4386,0,40,1,0
713,36,4,382635,12,13,4,3.0,3,3,1,0,0,35,15,0
714,31,5,295697,3,9,3,13.0,3,0,1,0,0,40,1,0
715,33,5,194141,3,9,2,6.0,4,3,0,0,0,40,1,0
716,19,1,378418,3,9,5,2.0,5,3,1,0,0,40,1,0
717,22,5,214399,0,10,5,10.0,5,3,1,0,0,15,1,0
718,34,5,217460,12,13,2,7.0,4,3,0,0,0,45,1,1
719,33,5,182556,3,9,5,13.0,0,3,0,0,0,40,1,0
720,41,5,125831,3,9,2,9.0,4,3,0,0,2051,60,1,0
721,29,5,271328,12,13,5,5.0,0,3,0,4650,0,40,1,0
722,50,4,50459,3,9,2,7.0,4,3,0,0,0,42,1,1
723,42,5,162140,12,13,2,7.0,4,3,0,7298,0,45,1,1
725,44,5,111502,3,9,2,10.0,1,3,1,0,0,40,1,0
726,20,5,299047,0,10,5,13.0,0,3,1,0,0,20,1,0
727,31,5,223212,3,9,2,13.0,4,3,0,0,0,40,21,0
729,23,5,352139,0,10,5,13.0,0,3,1,0,0,24,1,0
730,55,5,173093,0,10,4,3.0,0,1,1,0,0,40,1,0
731,26,5,181655,14,11,2,3.0,4,3,0,0,2377,45,1,0
732,25,5,332702,14,11,5,13.0,5,3,1,0,0,15,1,0
734,35,5,234901,0,10,2,9.0,4,3,0,2407,0,40,1,0
735,36,5,131414,0,10,5,10.0,0,0,1,0,0,36,1,0
736,43,1,260960,12,13,2,5.0,4,3,0,0,0,50,1,0
737,56,5,156052,3,9,1,13.0,3,0,1,594,0,20,1,0
738,42,5,279914,12,13,2,2.0,4,3,0,0,0,40,1,1
739,19,5,192453,0,10,5,13.0,2,3,1,0,0,25,1,0
740,55,6,200939,3,9,2,11.0,4,3,0,0,0,72,1,0
741,42,5,151408,4,14,5,7.0,0,3,1,14084,0,50,1,1
742,26,5,112847,14,11,5,2.0,5,3,0,0,0,40,1,0
743,17,5,316929,5,8,5,4.0,5,3,0,0,0,20,1,0
744,42,4,126319,12,13,2,5.0,1,3,1,0,0,40,1,1
745,55,5,197422,3,9,2,11.0,4,3,0,7688,0,40,1,1
746,32,5,267736,0,10,5,3.0,5,0,1,0,0,40,1,0
747,29,5,267034,11,7,5,9.0,5,0,0,0,0,40,29,0
748,46,1,193047,12,13,2,5.0,4,3,0,0,0,37,1,0
749,29,1,356089,12,13,2,7.0,4,3,0,7688,0,40,1,1
750,22,5,223515,12,13,5,5.0,3,3,0,0,0,20,1,0
751,58,6,87510,13,6,2,9.0,4,3,0,0,0,40,1,0
752,23,5,145111,3,9,5,11.0,3,3,0,0,0,50,1,0
753,39,5,48093,3,9,5,4.0,0,3,0,0,0,40,1,0
754,27,5,31757,14,11,5,9.0,5,3,0,0,0,38,1,0
755,54,5,285854,3,9,2,11.0,4,3,0,0,0,40,1,1
756,33,4,120064,12,13,5,5.0,0,3,1,0,0,45,1,0
757,46,2,167381,3,9,2,3.0,1,3,1,0,0,40,1,1
758,37,5,103408,3,9,5,1.0,0,0,0,0,0,40,1,0
759,36,5,101460,3,9,5,13.0,0,3,1,0,0,18,1,0
760,59,4,420537,3,9,2,3.0,1,3,1,0,0,38,1,1
761,34,4,119411,3,9,4,,3,3,0,0,0,40,22,0
762,53,0,128272,10,16,2,7.0,4,3,0,0,0,70,1,1
763,51,5,386773,12,13,5,10.0,0,3,0,0,0,55,1,1
764,32,5,283268,13,6,3,13.0,3,3,1,0,0,42,1,0
765,31,1,301526,0,10,0,13.0,2,3,0,0,0,40,1,0
766,22,5,151790,0,10,2,10.0,1,3,1,0,0,30,6,0
767,47,6,106252,12,13,4,10.0,0,3,1,0,0,50,1,0
768,32,5,188557,3,9,5,6.0,0,3,0,0,0,40,1,0
769,26,5,171114,0,10,5,1.0,0,3,1,0,0,38,1,0
770,37,5,327323,2,3,3,1.0,0,3,0,0,0,32,32,0
771,31,5,244147,3,9,4,9.0,3,3,0,0,0,55,1,0
772,37,5,280282,14,11,2,2.0,1,3,1,0,0,24,1,1
773,55,5,116442,3,9,5,10.0,0,3,0,0,0,38,1,0
774,23,4,282579,14,11,4,2.0,0,3,0,0,0,56,1,0
775,36,5,51838,0,10,4,3.0,3,3,1,0,0,40,1,0
777,43,5,226902,12,13,2,10.0,4,3,0,0,0,50,1,1
778,54,5,279129,0,10,5,2.0,0,3,0,0,0,40,1,0
780,28,5,196690,14,11,5,6.0,0,3,1,0,1669,42,1,0
781,40,5,130760,14,11,2,7.0,4,3,0,0,0,50,1,1
782,41,6,49572,0,10,2,7.0,4,3,0,0,0,60,1,0
783,40,5,237601,12,13,5,10.0,0,2,1,0,0,55,1,1
784,42,5,169628,0,10,4,3.0,0,0,1,0,0,38,1,0
785,61,6,36671,3,9,2,1.0,4,3,0,0,2352,50,1,0
786,18,5,231193,5,8,5,6.0,5,3,0,0,0,30,1,0
789,48,5,102102,14,11,2,2.0,4,3,0,0,0,50,1,1
790,41,0,32185,12,13,2,2.0,4,3,0,0,0,40,1,0
792,23,5,211046,3,9,5,10.0,0,3,1,2463,0,40,1,0
793,60,5,31577,3,9,2,11.0,4,3,0,0,0,60,1,1
794,22,5,162343,0,10,5,13.0,2,0,0,0,0,20,1,0
795,61,5,128831,3,9,2,6.0,4,3,0,0,0,40,1,0
796,25,5,316688,3,9,5,6.0,0,0,0,0,0,40,1,0
797,46,5,90758,4,14,5,2.0,0,3,0,0,0,35,1,1
798,43,5,274363,12,13,2,7.0,4,3,0,0,1902,40,3,1
799,43,5,154538,9,12,4,9.0,0,3,0,0,0,40,1,0
800,24,5,106085,3,9,5,13.0,5,0,0,0,1721,30,1,0
801,68,6,315859,11,7,5,1.0,3,3,0,0,0,20,1,0
802,31,5,51471,3,9,4,3.0,3,3,1,0,0,38,1,0
803,17,5,193830,11,7,5,10.0,5,3,1,0,0,20,1,0
804,32,5,231043,3,9,2,9.0,4,3,0,5178,0,48,1,1
806,33,5,169879,12,13,2,5.0,4,3,0,3103,0,47,1,1
807,64,5,270333,12,13,2,5.0,4,3,0,0,0,40,1,1
808,20,5,138768,3,9,5,11.0,5,3,0,0,0,30,1,0
809,30,5,191571,3,9,3,13.0,5,3,1,0,0,36,1,0
811,43,5,94113,0,10,4,7.0,0,3,0,0,0,45,1,0
812,22,5,137510,0,10,5,3.0,5,3,0,0,0,40,1,0
813,17,5,32607,13,6,5,1.0,5,3,0,0,0,20,1,0
814,47,6,93208,3,9,2,13.0,1,3,1,0,0,75,17,0
815,41,5,254440,14,11,5,5.0,0,3,1,0,0,60,1,0
816,56,5,186556,0,10,2,9.0,4,3,0,0,0,50,1,1
817,64,5,169871,3,9,2,11.0,4,3,0,0,0,45,1,0
818,47,5,191277,3,9,2,11.0,4,3,0,0,0,50,1,1
819,48,5,167159,14,11,5,3.0,3,3,0,0,0,40,1,0
820,31,5,171871,4,14,5,5.0,0,3,1,0,0,46,1,0
821,29,5,154411,14,11,5,2.0,5,3,0,0,0,40,1,0
822,30,5,129227,3,9,1,3.0,0,3,1,0,0,40,1,0
823,32,5,110331,3,9,2,7.0,4,3,0,0,1672,60,1,0
824,57,5,34269,3,9,1,11.0,3,3,0,0,653,42,1,1
825,62,5,174355,3,9,1,13.0,0,3,1,0,0,40,1,0
826,39,5,680390,3,9,3,6.0,3,3,1,0,0,24,1,0
827,43,5,233130,0,10,5,3.0,0,3,0,0,0,25,1,0
828,24,0,165474,12,13,5,10.0,5,3,0,0,0,40,1,0
830,53,5,194259,0,10,2,3.0,1,3,1,4386,0,40,1,1
831,26,5,280093,0,10,5,4.0,5,3,0,0,0,40,1,0
832,73,6,177387,3,9,2,7.0,4,3,0,0,0,40,1,0
834,55,5,105304,3,9,2,6.0,4,3,0,0,0,40,1,0
835,25,5,499233,3,9,4,3.0,0,3,0,0,0,40,1,0
836,41,5,180572,12,13,4,5.0,0,3,1,0,0,50,1,1
837,24,5,321435,12,13,5,7.0,0,3,0,0,0,50,1,0
838,63,5,86108,3,9,1,1.0,0,3,0,0,0,6,1,0
839,17,5,198124,11,7,5,10.0,5,3,0,0,0,20,1,0
840,35,5,135162,0,10,2,9.0,4,3,0,0,0,50,1,0
841,51,5,146813,0,10,2,5.0,4,3,0,0,0,40,1,1
842,62,4,291175,12,13,1,5.0,0,3,1,0,0,48,1,0
843,55,5,387569,3,9,2,9.0,4,3,0,4386,0,40,1,1
844,43,5,102895,0,10,4,5.0,0,3,0,0,0,40,1,0
845,40,4,33274,3,9,4,13.0,0,3,1,0,0,50,1,0
846,37,5,86551,12,13,2,7.0,4,3,0,0,0,45,1,1
847,39,5,138192,12,13,2,9.0,4,3,0,0,0,40,1,0
848,31,5,118966,3,9,5,9.0,5,3,0,0,0,18,1,0
849,61,5,99784,4,14,1,5.0,0,3,1,0,0,40,1,1
850,26,5,90980,14,11,4,3.0,0,3,1,0,0,55,1,0
851,46,6,177407,3,9,2,10.0,4,3,0,0,0,50,1,0
852,26,5,96467,12,13,5,5.0,0,3,1,0,0,40,1,0
853,48,1,327886,10,16,4,5.0,5,3,0,0,0,50,1,1
854,34,5,111567,3,9,5,11.0,5,3,0,0,0,40,1,0
855,34,4,166545,3,9,5,3.0,5,3,1,0,0,40,1,0
856,59,5,142182,3,9,2,13.0,4,3,0,0,0,40,1,1
857,34,5,188798,12,13,5,5.0,5,3,1,0,0,40,1,0
858,49,5,38563,12,13,5,7.0,0,3,1,0,0,56,1,1
859,18,5,216284,11,7,5,3.0,5,3,1,0,0,20,1,0
860,43,5,191547,3,9,2,1.0,4,3,0,0,0,40,21,0
